Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,Fire Alarm
20.681,53.25,1208.0,400.0,12921.0,19422.0,938.712,1.45,1.51,10.01,1.561,0.035,1
20.679,53.39,1212.0,400.0,12916.0,19425.0,938.705,1.48,1.54,10.18,1.588,0.036,1
20.678,53.43,1191.0,400.0,12923.0,19430.0,938.699,1.49,1.55,10.24,1.597,0.036,1
20.677,53.53,1231.0,400.0,12920.0,19427.0,938.699,1.48,1.54,10.22,1.593,0.036,1
20.676,53.57,1228.0,408.0,12916.0,19418.0,938.701,1.47,1.52,10.09,1.573,0.036,1
20.674,53.62,1220.0,403.0,12920.0,19424.0,938.701,1.47,1.52,10.09,1.574,0.036,1
20.673,53.7,1233.0,410.0,12918.0,19420.0,938.703,1.48,1.54,10.19,1.588,0.036,1
20.672,53.76,1199.0,400.0,12920.0,19427.0,938.707,1.48,1.54,10.17,1.587,0.036,1
20.67,53.79,1197.0,400.0,12921.0,19425.0,938.707,1.46,1.52,10.07,1.57,0.035,1
20.669,53.83,1187.0,400.0,12923.0,19433.0,938.698,1.46,1.51,10.03,1.564,0.035,1
20.668,53.85,1216.0,404.0,12917.0,19426.0,938.699,1.49,1.55,10.27,1.601,0.036,1
20.666,53.88,1195.0,407.0,12915.0,19421.0,938.693,1.53,1.58,10.5,1.637,0.037,1
20.665,53.96,1203.0,405.0,12918.0,19429.0,938.704,1.57,1.63,10.79,1.683,0.038,1
20.663,53.95,1168.0,400.0,12927.0,19442.0,938.704,1.61,1.68,11.11,1.733,0.039,1
20.662,53.25,1120.0,400.0,12933.0,19445.0,938.695,1.67,1.74,11.52,1.797,0.041,1
20.661,52.29,1147.0,400.0,12929.0,19440.0,938.694,1.69,1.75,11.62,1.812,0.041,1
20.659,51.41,1155.0,400.0,12924.0,19445.0,938.697,1.72,1.79,11.83,1.845,0.042,1
20.658,50.72,1218.0,402.0,12920.0,19427.0,938.695,1.74,1.81,11.98,1.869,0.042,1
20.656,50.22,1172.0,400.0,12926.0,19438.0,938.691,1.77,1.84,12.16,1.896,0.043,1
20.655,49.78,1237.0,401.0,12918.0,19421.0,938.681,1.79,1.86,12.3,1.917,0.043,1
20.653,49.41,1161.0,400.0,12927.0,19434.0,938.684,1.79,1.86,12.33,1.923,0.043,1
20.652,49.11,1193.0,400.0,12924.0,19427.0,938.682,1.83,1.9,12.58,1.962,0.044,1
20.651,48.89,1224.0,400.0,12920.0,19428.0,938.68,1.86,1.93,12.8,1.997,0.045,1
20.649,48.68,1226.0,403.0,12923.0,19422.0,938.672,1.92,2.0,13.24,2.064,0.047,1
20.648,48.58,1212.0,401.0,12921.0,19431.0,938.679,1.93,2.0,13.25,2.066,0.047,1
20.646,48.39,1201.0,400.0,12926.0,19429.0,938.678,1.9,1.98,13.09,2.041,0.046,1
20.645,48.29,1203.0,400.0,12925.0,19428.0,938.687,1.87,1.95,12.89,2.01,0.045,1
20.643,48.2,1214.0,400.0,12925.0,19428.0,938.677,1.85,1.92,12.71,1.983,0.045,1
20.642,48.08,1251.0,404.0,12923.0,19421.0,938.69,1.85,1.93,12.76,1.99,0.045,1
20.64,48.0,1230.0,400.0,12921.0,19422.0,938.699,1.89,1.97,13.04,2.033,0.046,1
20.639,47.92,1212.0,401.0,12925.0,19427.0,938.697,1.9,1.98,13.09,2.042,0.046,1
20.637,47.87,1193.0,400.0,12930.0,19433.0,938.71,1.9,1.98,13.1,2.043,0.046,1
20.636,47.83,1207.0,400.0,12924.0,19427.0,938.704,1.88,1.96,12.96,2.02,0.046,1
20.634,47.77,1187.0,401.0,12925.0,19432.0,938.705,1.87,1.94,12.86,2.005,0.045,1
20.632,47.68,1235.0,404.0,12920.0,19425.0,938.699,1.84,1.91,12.68,1.977,0.045,1
20.631,47.65,1174.0,400.0,12926.0,19433.0,938.702,1.82,1.89,12.53,1.955,0.044,1
20.629,47.6,1226.0,400.0,12923.0,19424.0,938.696,1.82,1.89,12.5,1.949,0.044,1
20.628,47.57,1214.0,400.0,12923.0,19425.0,938.691,1.85,1.92,12.71,1.982,0.045,1
20.626,47.48,1224.0,400.0,12925.0,19429.0,938.684,1.87,1.94,12.88,2.008,0.045,1
20.625,47.5,1197.0,400.0,12920.0,19425.0,938.7,1.88,1.95,12.93,2.017,0.046,1
20.623,47.44,1199.0,400.0,12924.0,19420.0,938.702,1.87,1.95,12.89,2.01,0.045,1
20.621,47.37,1193.0,400.0,12925.0,19435.0,938.698,1.86,1.93,12.81,1.997,0.045,1
20.62,47.39,1174.0,400.0,12927.0,19433.0,938.706,1.86,1.94,12.83,2.0,0.045,1
20.618,47.35,1302.0,433.0,12910.0,19404.0,938.709,1.87,1.95,12.89,2.009,0.045,1
20.617,48.13,1289.0,433.0,12907.0,19405.0,938.712,1.85,1.93,12.76,1.989,0.045,1
20.615,48.99,1289.0,424.0,12907.0,19402.0,938.716,1.83,1.9,12.6,1.964,0.044,1
20.613,49.78,1270.0,422.0,12914.0,19414.0,938.719,1.8,1.87,12.4,1.934,0.044,1
20.612,50.43,1251.0,415.0,12915.0,19410.0,938.713,1.81,1.88,12.45,1.941,0.044,1
20.61,50.96,1254.0,420.0,12914.0,19417.0,938.713,1.79,1.86,12.31,1.919,0.043,1
20.608,51.4,1237.0,402.0,12910.0,19415.0,938.708,1.77,1.83,12.15,1.895,0.043,1
20.607,51.71,1222.0,402.0,12916.0,19418.0,938.703,1.7,1.76,11.69,1.822,0.041,1
20.605,52.05,1210.0,404.0,12917.0,19424.0,938.701,1.66,1.72,11.39,1.776,0.04,1
20.603,52.27,1231.0,408.0,12912.0,19418.0,938.71,1.6,1.66,11.02,1.719,0.039,1
20.602,52.45,1220.0,410.0,12915.0,19426.0,938.711,1.58,1.64,10.88,1.696,0.038,1
20.6,52.66,1207.0,400.0,12917.0,19425.0,938.718,1.53,1.59,10.54,1.644,0.037,1
20.598,52.78,1245.0,406.0,12916.0,19420.0,938.715,1.51,1.57,10.37,1.617,0.037,1
20.596,52.88,1237.0,412.0,12919.0,19425.0,938.709,1.47,1.52,10.08,1.572,0.036,1
20.595,53.04,1249.0,415.0,12916.0,19425.0,938.712,1.46,1.52,10.05,1.567,0.035,1
20.593,53.13,1212.0,404.0,12917.0,19426.0,938.714,1.47,1.53,10.13,1.579,0.036,1
20.591,53.22,1249.0,413.0,12917.0,19417.0,938.726,1.47,1.53,10.14,1.581,0.036,1
20.589,53.26,1233.0,407.0,12919.0,19428.0,938.719,1.46,1.52,10.05,1.566,0.035,1
20.588,53.37,1222.0,412.0,12917.0,19424.0,938.708,1.45,1.51,10.01,1.561,0.035,1
20.586,53.46,1233.0,410.0,12916.0,19419.0,938.696,1.44,1.49,9.9,1.543,0.035,1
20.584,53.48,1256.0,412.0,12914.0,19419.0,938.697,1.43,1.48,9.83,1.533,0.035,1
20.582,53.57,1218.0,402.0,12919.0,19423.0,938.701,1.43,1.48,9.81,1.53,0.035,1
20.581,53.62,1233.0,410.0,12923.0,19420.0,938.702,1.41,1.47,9.71,1.514,0.034,1
20.579,53.67,1226.0,401.0,12922.0,19423.0,938.712,1.41,1.46,9.67,1.509,0.034,1
20.577,53.75,1276.0,414.0,12913.0,19410.0,938.703,1.43,1.49,9.87,1.539,0.035,1
20.575,53.75,1243.0,400.0,12922.0,19422.0,938.702,1.45,1.51,9.97,1.555,0.035,1
20.573,53.8,1212.0,405.0,12917.0,19413.0,938.696,1.48,1.54,10.21,1.592,0.036,1
20.571,53.85,1226.0,400.0,12921.0,19421.0,938.701,1.49,1.55,10.25,1.599,0.036,1
20.57,53.89,1208.0,402.0,12923.0,19434.0,938.696,1.49,1.55,10.27,1.601,0.036,1
20.568,53.93,1197.0,400.0,12924.0,19431.0,938.701,1.49,1.55,10.25,1.598,0.036,1
20.566,53.98,1132.0,400.0,12937.0,19451.0,938.688,1.51,1.57,10.41,1.623,0.037,1
20.564,53.19,1128.0,400.0,12934.0,19449.0,938.696,1.53,1.59,10.51,1.639,0.037,1
20.562,52.31,1094.0,400.0,12937.0,19453.0,938.696,1.51,1.57,10.41,1.624,0.037,1
20.56,51.44,1140.0,400.0,12933.0,19444.0,938.695,1.5,1.55,10.3,1.606,0.036,1
20.558,50.75,1136.0,400.0,12933.0,19442.0,938.686,1.46,1.51,10.03,1.565,0.035,1
20.556,50.21,1126.0,400.0,12934.0,19449.0,938.685,1.44,1.5,9.94,1.55,0.035,1
20.555,49.76,1164.0,400.0,12930.0,19445.0,938.686,1.43,1.48,9.82,1.532,0.035,1
20.553,49.41,1124.0,400.0,12932.0,19446.0,938.688,1.4,1.45,9.6,1.498,0.034,1
20.551,49.14,1159.0,400.0,12933.0,19442.0,938.693,1.4,1.45,9.61,1.499,0.034,1
20.549,48.94,1117.0,400.0,12928.0,19439.0,938.703,1.43,1.48,9.83,1.532,0.035,1
20.547,48.74,1130.0,400.0,12932.0,19448.0,938.71,1.43,1.49,9.86,1.537,0.035,1
20.545,48.55,1164.0,400.0,12925.0,19443.0,938.711,1.43,1.48,9.81,1.53,0.035,1
20.543,48.43,1203.0,400.0,12921.0,19427.0,938.712,1.42,1.48,9.81,1.529,0.035,1
20.541,48.28,1174.0,400.0,12925.0,19432.0,938.724,1.41,1.46,9.68,1.509,0.034,1
20.539,48.19,1155.0,400.0,12927.0,19440.0,938.715,1.42,1.47,9.76,1.522,0.034,1
20.537,48.1,1170.0,404.0,12925.0,19438.0,938.699,1.42,1.48,9.8,1.528,0.035,1
20.535,48.06,1176.0,400.0,12928.0,19435.0,938.701,1.41,1.47,9.72,1.516,0.034,1
20.533,47.93,1186.0,400.0,12930.0,19440.0,938.692,1.39,1.45,9.58,1.493,0.034,1
20.531,47.86,1182.0,400.0,12921.0,19432.0,938.688,1.39,1.44,9.56,1.49,0.034,1
20.529,47.76,1164.0,400.0,12928.0,19438.0,938.689,1.39,1.44,9.56,1.49,0.034,1
20.527,47.73,1155.0,400.0,12921.0,19425.0,938.692,1.39,1.44,9.56,1.491,0.034,1
20.525,47.72,1216.0,408.0,12927.0,19438.0,938.692,1.4,1.45,9.63,1.501,0.034,1
20.523,47.67,1184.0,400.0,12924.0,19425.0,938.691,1.41,1.47,9.74,1.519,0.034,1
20.521,47.56,1174.0,400.0,12927.0,19433.0,938.695,1.45,1.51,9.99,1.557,0.035,1
20.519,47.56,1168.0,400.0,12930.0,19436.0,938.688,1.48,1.53,10.16,1.584,0.036,1
20.517,47.54,1143.0,400.0,12930.0,19442.0,938.69,1.49,1.54,10.23,1.595,0.036,1
20.515,47.51,1161.0,400.0,12926.0,19439.0,938.695,1.52,1.58,10.47,1.633,0.037,1
20.513,47.45,1145.0,400.0,12919.0,19429.0,938.697,1.52,1.58,10.48,1.634,0.037,1
20.511,47.45,1191.0,400.0,12924.0,19431.0,938.691,1.51,1.57,10.39,1.62,0.037,1
20.508,47.37,1163.0,400.0,12927.0,19434.0,938.683,1.52,1.58,10.45,1.63,0.037,1
20.506,47.35,1270.0,419.0,12915.0,19414.0,938.684,1.56,1.62,10.74,1.674,0.038,1
20.504,48.12,1243.0,420.0,12910.0,19418.0,938.675,1.59,1.65,10.93,1.704,0.038,1
20.502,48.97,1245.0,422.0,12916.0,19427.0,938.688,1.6,1.66,11.01,1.716,0.039,1
20.5,49.78,1222.0,406.0,12924.0,19426.0,938.679,1.61,1.67,11.07,1.727,0.039,1
20.498,50.4,1230.0,412.0,12915.0,19423.0,938.678,1.61,1.68,11.11,1.732,0.039,1
20.496,50.89,1191.0,412.0,12919.0,19429.0,938.678,1.62,1.69,11.18,1.743,0.039,1
20.494,51.35,1195.0,400.0,12923.0,19429.0,938.681,1.65,1.71,11.35,1.77,0.04,1
20.491,51.71,1230.0,405.0,12920.0,19428.0,938.678,1.66,1.72,11.4,1.777,0.04,1
20.489,52.0,1199.0,400.0,12920.0,19425.0,938.68,1.67,1.73,11.48,1.79,0.04,1
20.487,52.23,1220.0,404.0,12924.0,19419.0,938.678,1.68,1.75,11.57,1.804,0.041,1
20.485,52.39,1230.0,408.0,12920.0,19424.0,938.682,1.67,1.73,11.47,1.789,0.04,1
20.483,52.6,1191.0,401.0,12926.0,19423.0,938.685,1.67,1.73,11.47,1.788,0.04,1
20.48,52.76,1176.0,400.0,12917.0,19433.0,938.674,1.69,1.76,11.65,1.817,0.041,1
20.478,52.9,1243.0,406.0,12921.0,19426.0,938.685,1.72,1.79,11.83,1.845,0.042,1
20.476,52.98,1199.0,404.0,12925.0,19428.0,938.689,1.74,1.81,11.96,1.865,0.042,1
20.474,53.1,1230.0,409.0,12920.0,19423.0,938.692,1.77,1.84,12.19,1.9,0.043,1
20.472,53.2,1216.0,406.0,12922.0,19430.0,938.692,1.76,1.83,12.14,1.893,0.043,1
20.469,53.3,1218.0,403.0,12922.0,19424.0,938.688,1.75,1.82,12.07,1.882,0.042,1
20.467,53.36,1195.0,405.0,12918.0,19428.0,938.677,1.75,1.82,12.04,1.877,0.042,1
20.465,53.42,1187.0,403.0,12918.0,19419.0,938.683,1.73,1.8,11.9,1.856,0.042,1
20.463,53.56,1187.0,400.0,12926.0,19429.0,938.691,1.71,1.78,11.8,1.84,0.042,1
20.46,53.61,1243.0,401.0,12918.0,19432.0,938.689,1.67,1.74,11.51,1.795,0.041,1
20.458,53.62,1216.0,400.0,12917.0,19423.0,938.692,1.65,1.72,11.39,1.776,0.04,1
20.456,53.68,1230.0,413.0,12926.0,19431.0,938.694,1.65,1.71,11.35,1.77,0.04,1
20.453,53.8,1260.0,408.0,12918.0,19418.0,938.69,1.63,1.69,11.22,1.75,0.04,1
20.451,53.82,1235.0,408.0,12919.0,19413.0,938.693,1.62,1.68,11.16,1.74,0.039,1
20.449,53.84,1212.0,406.0,12918.0,19415.0,938.694,1.63,1.7,11.24,1.753,0.04,1
20.446,53.88,1222.0,410.0,12917.0,19419.0,938.691,1.65,1.71,11.34,1.768,0.04,1
20.444,53.92,1207.0,400.0,12920.0,19428.0,938.688,1.63,1.7,11.25,1.755,0.04,1
20.442,53.96,1210.0,401.0,12919.0,19431.0,938.685,1.59,1.65,10.96,1.708,0.039,1
20.439,54.01,1153.0,400.0,12937.0,19451.0,938.693,1.58,1.64,10.87,1.694,0.038,1
20.437,53.25,1136.0,400.0,12936.0,19451.0,938.696,1.58,1.64,10.85,1.692,0.038,1
20.435,52.31,1164.0,400.0,12937.0,19454.0,938.69,1.57,1.63,10.81,1.686,0.038,1
20.432,51.49,1134.0,400.0,12934.0,19449.0,938.686,1.57,1.63,10.82,1.688,0.038,1
20.43,50.8,1184.0,400.0,12928.0,19433.0,938.679,1.57,1.64,10.84,1.69,0.038,1
20.427,50.25,1197.0,400.0,12930.0,19435.0,938.679,1.58,1.64,10.88,1.696,0.038,1
20.425,49.86,1176.0,400.0,12928.0,19435.0,938.683,1.58,1.65,10.91,1.701,0.038,1
20.423,49.47,1191.0,400.0,12923.0,19438.0,938.679,1.58,1.64,10.86,1.694,0.038,1
20.42,49.2,1207.0,400.0,12920.0,19432.0,938.676,1.55,1.61,10.65,1.66,0.038,1
20.418,48.92,1182.0,400.0,12928.0,19441.0,938.685,1.54,1.6,10.59,1.651,0.037,1
20.415,48.78,1187.0,405.0,12926.0,19433.0,938.688,1.52,1.58,10.49,1.636,0.037,1
20.413,48.59,1170.0,400.0,12924.0,19441.0,938.695,1.52,1.58,10.45,1.63,0.037,1
20.41,48.47,1186.0,405.0,12922.0,19439.0,938.705,1.53,1.59,10.52,1.64,0.037,1
20.408,48.34,1184.0,408.0,12918.0,19433.0,938.695,1.53,1.59,10.56,1.647,0.037,1
20.406,48.22,1168.0,400.0,12922.0,19440.0,938.695,1.51,1.57,10.39,1.62,0.037,1
20.403,48.2,1155.0,406.0,12925.0,19442.0,938.688,1.51,1.57,10.4,1.621,0.037,1
20.401,48.07,1157.0,406.0,12919.0,19437.0,938.683,1.55,1.61,10.7,1.668,0.038,1
20.398,47.99,1147.0,400.0,12924.0,19440.0,938.677,1.58,1.64,10.89,1.699,0.038,1
20.396,47.92,1124.0,400.0,12926.0,19446.0,938.683,1.6,1.66,11.02,1.719,0.039,1
20.393,47.86,1141.0,402.0,12923.0,19443.0,938.676,1.6,1.67,11.03,1.721,0.039,1
20.391,47.78,1101.0,400.0,12925.0,19450.0,938.676,1.64,1.71,11.31,1.764,0.04,1
20.388,47.71,1157.0,407.0,12922.0,19435.0,938.668,1.66,1.73,11.44,1.785,0.04,1
20.385,47.69,1132.0,400.0,12925.0,19443.0,938.674,1.66,1.73,11.44,1.783,0.04,1
20.383,47.64,1151.0,400.0,12916.0,19437.0,938.67,1.7,1.76,11.68,1.821,0.041,1
20.38,47.58,1170.0,404.0,12922.0,19437.0,938.666,1.72,1.79,11.84,1.846,0.042,1
20.378,47.53,1191.0,403.0,12923.0,19434.0,938.674,1.8,1.87,12.4,1.934,0.044,1
20.375,47.49,1157.0,401.0,12922.0,19438.0,938.673,1.82,1.89,12.52,1.952,0.044,1
20.373,47.46,1187.0,406.0,12919.0,19434.0,938.671,1.85,1.92,12.72,1.984,0.045,1
20.37,47.45,1170.0,401.0,12922.0,19437.0,938.673,1.85,1.92,12.71,1.982,0.045,1
20.367,47.38,1197.0,407.0,12926.0,19435.0,938.663,1.8,1.87,12.39,1.932,0.044,1
20.365,47.43,1270.0,443.0,12915.0,19421.0,938.67,1.78,1.85,12.27,1.913,0.043,1
20.362,48.15,1264.0,432.0,12906.0,19414.0,938.67,1.78,1.85,12.22,1.906,0.043,1
20.36,49.01,1241.0,418.0,12907.0,19409.0,938.679,1.77,1.84,12.17,1.898,0.043,1
20.357,49.8,1245.0,423.0,12919.0,19424.0,938.687,1.75,1.82,12.06,1.88,0.042,1
20.354,50.45,1237.0,422.0,12919.0,19419.0,938.686,1.74,1.81,11.98,1.869,0.042,1
20.352,50.93,1230.0,415.0,12918.0,19421.0,938.686,1.72,1.78,11.81,1.842,0.042,1
20.349,51.41,1224.0,410.0,12918.0,19423.0,938.684,1.7,1.76,11.68,1.822,0.041,1
20.346,51.75,1237.0,414.0,12915.0,19423.0,938.681,1.69,1.76,11.65,1.816,0.041,1
20.344,52.03,1222.0,412.0,12916.0,19416.0,938.675,1.7,1.77,11.71,1.826,0.041,1
20.341,52.28,1191.0,404.0,12923.0,19429.0,938.676,1.73,1.8,11.94,1.862,0.042,1
20.338,52.46,1191.0,401.0,12924.0,19423.0,938.682,1.76,1.83,12.1,1.887,0.043,1
20.336,52.64,1243.0,403.0,12922.0,19427.0,938.68,1.77,1.84,12.16,1.897,0.043,1
20.333,52.76,1222.0,400.0,12922.0,19423.0,938.676,1.76,1.83,12.15,1.894,0.043,1
20.33,52.89,1231.0,403.0,12914.0,19421.0,938.683,1.77,1.84,12.19,1.901,0.043,1
20.327,53.02,1243.0,420.0,12920.0,19416.0,938.698,1.77,1.84,12.21,1.904,0.043,1
20.325,53.14,1235.0,400.0,12922.0,19421.0,938.706,1.79,1.86,12.34,1.924,0.043,1
20.322,53.18,1186.0,403.0,12919.0,19430.0,938.709,1.79,1.86,12.32,1.921,0.043,1
20.319,53.26,1191.0,405.0,12921.0,19429.0,938.703,1.81,1.88,12.46,1.943,0.044,1
20.316,53.32,1191.0,400.0,12923.0,19429.0,938.692,1.82,1.9,12.56,1.958,0.044,1
20.314,53.42,1201.0,408.0,12920.0,19424.0,938.691,1.81,1.88,12.48,1.947,0.044,1
20.311,53.49,1224.0,402.0,12922.0,19424.0,938.692,1.81,1.88,12.46,1.942,0.044,1
20.308,53.49,1220.0,400.0,12920.0,19422.0,938.685,1.83,1.9,12.59,1.963,0.044,1
20.305,53.61,1220.0,401.0,12917.0,19416.0,938.685,1.88,1.95,12.94,2.018,0.046,1
20.303,53.66,1203.0,400.0,12924.0,19427.0,938.676,1.91,1.99,13.16,2.052,0.046,1
20.3,53.68,1233.0,400.0,12925.0,19421.0,938.686,1.97,2.05,13.55,2.113,0.048,1
20.297,53.73,1247.0,407.0,12916.0,19415.0,938.684,2.0,2.08,13.76,2.146,0.048,1
20.294,53.79,1222.0,405.0,12923.0,19428.0,938.692,2.02,2.1,13.92,2.171,0.049,1
20.291,53.83,1256.0,400.0,12925.0,19425.0,938.708,2.02,2.1,13.91,2.168,0.049,1
20.288,53.88,1247.0,407.0,12921.0,19415.0,938.703,2.01,2.09,13.83,2.156,0.049,1
20.286,53.93,1222.0,400.0,12930.0,19433.0,938.705,2.0,2.08,13.77,2.147,0.048,1
20.283,53.96,1151.0,400.0,12939.0,19445.0,938.692,2.0,2.08,13.79,2.15,0.049,1
20.28,53.15,1159.0,400.0,12941.0,19443.0,938.692,1.95,2.03,13.43,2.094,0.047,1
20.277,52.27,1153.0,400.0,12937.0,19437.0,938.686,1.91,1.99,13.15,2.051,0.046,1
20.274,51.43,1176.0,400.0,12932.0,19432.0,938.683,1.85,1.92,12.72,1.984,0.045,1
20.271,50.73,1178.0,400.0,12933.0,19434.0,938.691,1.83,1.9,12.6,1.965,0.044,1
20.268,50.23,1184.0,400.0,12926.0,19435.0,938.698,1.78,1.85,12.26,1.912,0.043,1
20.265,49.84,1182.0,400.0,12929.0,19426.0,938.68,1.77,1.84,12.16,1.896,0.043,1
20.262,49.48,1199.0,400.0,12927.0,19430.0,938.674,1.77,1.83,12.16,1.895,0.043,1
20.259,49.19,1197.0,400.0,12929.0,19437.0,938.686,1.77,1.84,12.17,1.898,0.043,1
20.257,48.93,1161.0,400.0,12930.0,19435.0,938.677,1.78,1.84,12.22,1.906,0.043,1
20.254,48.76,1212.0,400.0,12927.0,19431.0,938.676,1.78,1.85,12.27,1.913,0.043,1
20.251,48.6,1170.0,400.0,12929.0,19426.0,938.689,1.84,1.91,12.65,1.973,0.045,1
20.248,48.48,1226.0,402.0,12924.0,19425.0,938.684,1.86,1.93,12.8,1.996,0.045,1
20.245,48.39,1201.0,400.0,12924.0,19437.0,938.676,1.88,1.96,12.96,2.021,0.046,1
20.242,48.24,1253.0,406.0,12926.0,19435.0,938.666,1.89,1.97,13.02,2.031,0.046,1
20.239,48.15,1193.0,400.0,12924.0,19426.0,938.677,1.93,2.0,13.27,2.07,0.047,1
20.236,48.08,1199.0,403.0,12925.0,19425.0,938.685,1.93,2.01,13.29,2.072,0.047,1
20.233,48.0,1197.0,400.0,12926.0,19437.0,938.686,1.92,1.99,13.19,2.057,0.046,1
20.23,47.92,1199.0,400.0,12926.0,19434.0,938.687,1.9,1.97,13.08,2.04,0.046,1
20.227,47.9,1210.0,402.0,12924.0,19426.0,938.692,1.88,1.95,12.91,2.014,0.045,1
20.224,47.83,1230.0,409.0,12922.0,19430.0,938.683,1.85,1.92,12.73,1.985,0.045,1
20.221,47.76,1163.0,400.0,12927.0,19436.0,938.675,1.83,1.9,12.6,1.965,0.044,1
20.217,47.7,1176.0,400.0,12929.0,19436.0,938.684,1.83,1.9,12.58,1.962,0.044,1
20.214,47.66,1216.0,401.0,12924.0,19428.0,938.675,1.83,1.9,12.61,1.967,0.044,1
20.211,47.62,1159.0,406.0,12922.0,19422.0,938.678,1.86,1.93,12.78,1.992,0.045,1
20.208,47.55,1203.0,400.0,12923.0,19422.0,938.668,1.87,1.94,12.85,2.004,0.045,1
20.205,47.52,1228.0,401.0,12923.0,19426.0,938.654,1.86,1.93,12.79,1.995,0.045,1
20.202,47.5,1172.0,400.0,12929.0,19433.0,938.673,1.86,1.93,12.78,1.994,0.045,1
20.199,47.45,1166.0,400.0,12932.0,19437.0,938.673,1.91,1.98,13.12,2.046,0.046,1
20.196,47.45,1176.0,400.0,12925.0,19438.0,938.671,1.93,2.0,13.27,2.07,0.047,1
20.193,47.41,1262.0,419.0,12917.0,19414.0,938.668,1.99,2.07,13.69,2.134,0.048,1
20.19,48.13,1289.0,431.0,12912.0,19406.0,938.677,2.0,2.07,13.74,2.142,0.048,1
20.186,49.03,1253.0,426.0,12917.0,19417.0,938.673,2.0,2.08,13.77,2.147,0.049,1
20.183,49.82,1226.0,415.0,12923.0,19423.0,938.675,2.01,2.08,13.8,2.152,0.049,1
20.18,50.45,1243.0,412.0,12917.0,19413.0,938.672,2.0,2.08,13.79,2.151,0.049,1
20.177,50.96,1241.0,414.0,12914.0,19415.0,938.67,2.0,2.08,13.76,2.146,0.048,1
20.174,51.38,1254.0,408.0,12923.0,19415.0,938.671,1.95,2.03,13.42,2.093,0.047,1
20.171,51.77,1218.0,407.0,12926.0,19433.0,938.671,1.92,1.99,13.21,2.06,0.047,1
20.167,52.04,1199.0,403.0,12920.0,19420.0,938.677,1.91,1.99,13.16,2.051,0.046,1
20.164,52.31,1193.0,400.0,12925.0,19428.0,938.682,1.87,1.94,12.85,2.004,0.045,1
20.161,52.48,1201.0,401.0,12918.0,19425.0,938.676,1.85,1.92,12.73,1.986,0.045,1
20.158,52.63,1249.0,417.0,12921.0,19413.0,938.673,1.8,1.87,12.4,1.933,0.044,1
20.154,52.81,1199.0,400.0,12916.0,19421.0,938.675,1.78,1.85,12.24,1.909,0.043,1
20.151,52.9,1174.0,400.0,12922.0,19424.0,938.678,1.71,1.78,11.77,1.836,0.041,1
20.148,53.05,1207.0,400.0,12923.0,19421.0,938.669,1.69,1.76,11.63,1.814,0.041,1
20.145,53.09,1191.0,400.0,12924.0,19434.0,938.669,1.66,1.72,11.43,1.782,0.04,1
20.141,53.22,1189.0,402.0,12923.0,19437.0,938.666,1.66,1.72,11.41,1.78,0.04,1
20.138,53.29,1195.0,400.0,12922.0,19432.0,938.67,1.61,1.67,11.07,1.727,0.039,1
20.135,53.38,1201.0,408.0,12924.0,19427.0,938.662,1.59,1.65,10.94,1.706,0.039,1
20.132,53.48,1172.0,400.0,12930.0,19436.0,938.656,1.59,1.66,10.97,1.71,0.039,1
20.128,53.5,1237.0,400.0,12924.0,19435.0,938.652,1.59,1.65,10.93,1.705,0.039,1
20.125,53.58,1239.0,414.0,12916.0,19420.0,938.66,1.59,1.65,10.91,1.701,0.038,1
20.122,53.66,1197.0,400.0,12923.0,19424.0,938.666,1.6,1.66,11.02,1.719,0.039,1
20.118,53.7,1241.0,412.0,12922.0,19417.0,938.673,1.61,1.67,11.08,1.728,0.039,1
20.115,53.75,1195.0,404.0,12927.0,19426.0,938.674,1.62,1.68,11.13,1.736,0.039,1
20.112,53.82,1231.0,402.0,12926.0,19428.0,938.683,1.6,1.66,11.0,1.716,0.039,1
20.108,53.83,1220.0,417.0,12920.0,19424.0,938.682,1.59,1.65,10.94,1.706,0.039,1
20.105,53.91,1218.0,413.0,12919.0,19425.0,938.678,1.57,1.63,10.79,1.682,0.038,1
20.101,53.94,1235.0,403.0,12921.0,19415.0,938.689,1.53,1.59,10.54,1.644,0.037,1
20.098,53.98,1216.0,400.0,12926.0,19427.0,938.69,1.54,1.6,10.6,1.653,0.037,1
20.095,54.0,1186.0,400.0,12932.0,19431.0,938.685,1.58,1.65,10.9,1.699,0.038,1
20.091,53.21,1168.0,400.0,12933.0,19439.0,938.675,1.59,1.66,10.97,1.711,0.039,1
20.088,52.35,1166.0,400.0,12934.0,19438.0,938.677,1.59,1.66,10.97,1.711,0.039,1
20.084,51.45,1184.0,400.0,12932.0,19438.0,938.672,1.58,1.64,10.86,1.693,0.038,1
20.081,50.8,1180.0,400.0,12935.0,19437.0,938.68,1.56,1.62,10.76,1.679,0.038,1
20.078,50.25,1170.0,400.0,12929.0,19428.0,938.682,1.57,1.63,10.77,1.68,0.038,1
20.074,49.82,1182.0,400.0,12935.0,19436.0,938.684,1.58,1.64,10.86,1.694,0.038,1
20.071,49.46,1208.0,400.0,12927.0,19424.0,938.682,1.57,1.63,10.78,1.682,0.038,1
20.067,49.21,1191.0,400.0,12929.0,19436.0,938.669,1.53,1.59,10.52,1.64,0.037,1
