Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,TVOC_eCO2_ratio,Temperature[C]_25th_percentile,Temperature[C]_50th_percentile,Temperature[C]_75th_percentile,Humidity[%]_25th_percentile,Humidity[%]_50th_percentile,Humidity[%]_75th_percentile,TVOC[ppb]_25th_percentile,TVOC[ppb]_50th_percentile,TVOC[ppb]_75th_percentile,eCO2[ppm]_25th_percentile,eCO2[ppm]_50th_percentile,eCO2[ppm]_75th_percentile
-19.324,53.34,1366.0,406.0,12966.0,19391.0,938.765,1.75,1.82,12.07,1.882,0.043,3.3645320197044337,1,1,1,0,0,0,0,0,0,0,0,1
-21.882,47.84,1364.0,400.0,12979.0,19388.0,938.705,1.57,1.63,10.8,1.685,0.038,3.41,1,1,1,0,1,1,0,0,0,1,1,1
13.012,47.19,1017.0,480.0,12815.0,19473.0,939.069,1.84,1.91,12.64,1.971,0.045,2.11875,0,1,1,1,1,1,0,0,1,0,0,0
16.841,48.32,1042.0,480.0,12819.0,19466.0,939.038,2.03,2.11,13.98,2.181,0.049,2.1708333333333334,0,0,1,0,1,1,0,0,1,0,0,0
11.051,47.62,1051.0,480.0,12809.0,19481.0,939.085,2.08,2.16,14.3,2.23,0.05,2.189583333333333,0,1,1,1,1,1,0,0,1,0,0,0
-4.123,51.6,278.0,400.0,13121.0,19984.0,939.481,0.36,0.37,2.45,0.382,0.009,0.695,0,1,1,0,0,1,0,1,1,1,1,1
25.244,54.48,29.0,400.0,13121.0,19997.0,939.614,0.64,0.66,4.39,0.685,0.015,0.0725,0,0,0,0,0,0,1,1,1,1,1,1
20.688,52.6,1197.0,400.0,12923.0,19428.0,938.709,1.38,1.44,9.51,1.484,0.034,2.9925,0,0,1,0,0,1,0,0,0,1,1,1
17.104,47.45,1161.0,400.0,12905.0,19445.0,938.698,1.57,1.63,10.78,1.68,0.038,2.9025,0,0,1,1,1,1,0,0,1,1,1,1
13.891,47.37,1122.0,400.0,12897.0,19445.0,938.748,2.11,2.19,14.52,2.265,0.051,2.805,0,0,1,1,1,1,0,0,1,1,1,1
15.148,47.3,1126.0,400.0,12899.0,19448.0,938.802,1.53,1.59,10.53,1.641,0.037,2.815,0,0,1,1,1,1,0,0,1,1,1,1
12.946,52.79,1155.0,403.0,12891.0,19447.0,938.768,1.87,1.95,12.9,2.011,0.045,2.866004962779156,0,1,1,0,0,1,0,0,1,0,0,1
-5.288,52.07,39.0,400.0,13267.0,20178.0,939.658,2.31,2.4,15.92,2.482,0.056,0.0975,1,1,1,0,0,1,1,1,1,1,1,1
21.732,46.98,25.0,400.0,13141.0,20039.0,939.626,0.88,0.91,6.05,0.943,0.021,0.0625,0,0,0,1,1,1,1,1,1,1,1,1
-5.19,56.47,376.0,400.0,13060.0,19892.0,939.273,0.47,0.48,3.2,0.5,0.011,0.94,1,1,1,0,0,0,0,1,1,1,1,1
16.086,48.15,1247.0,413.0,12927.0,19412.0,938.736,1.47,1.52,10.08,1.572,0.036,3.0193704600484264,0,0,1,0,1,1,0,0,0,0,0,1
13.18,53.18,2.0,404.0,12560.0,19659.0,939.792,0.01,0.02,0.01,0.028,0.016,0.0049504950495049,0,1,1,0,0,1,1,1,1,0,0,1
20.826,46.8,1099.0,480.0,12836.0,19467.0,938.899,1.86,1.93,12.78,1.992,0.045,2.2895833333333333,0,0,1,1,1,1,0,0,1,0,0,0
17.92,47.03,1046.0,480.0,12827.0,19472.0,939.022,1.72,1.79,11.84,1.847,0.042,2.1791666666666667,0,0,1,1,1,1,0,0,1,0,0,0
12.025,50.5,1103.0,400.0,12885.0,19454.0,938.782,2.13,2.22,14.69,2.29,0.052,2.7575,0,1,1,0,0,1,0,0,1,1,1,1
2.206,51.2,199.0,400.0,13174.0,20018.0,939.673,2.28,2.37,15.71,2.451,0.055,0.4975,0,1,1,0,0,1,0,1,1,1,1,1
-4.469,54.86,770.0,480.0,12695.0,19541.0,939.16,2.92,3.04,20.13,3.138,0.071,1.6041666666666667,1,1,1,0,0,0,0,1,1,0,0,0
3.126,49.72,285.0,400.0,13131.0,19938.0,939.67,1.69,1.76,11.63,1.814,0.041,0.7125,0,1,1,0,1,1,0,1,1,1,1,1
-19.919,48.91,1331.0,400.0,12983.0,19397.0,938.737,1.72,1.79,11.86,1.849,0.042,3.3275,1,1,1,0,1,1,0,0,0,1,1,1
-0.865,52.5,894.0,480.0,12781.0,19504.0,939.069,2.12,2.21,14.61,2.279,0.051,1.8625,0,1,1,0,0,1,0,1,1,0,0,0
8.027,51.63,1002.0,400.0,13016.0,19474.0,938.72,2.66,2.76,18.31,2.855,0.064,2.505,0,1,1,0,0,1,0,0,1,1,1,1
-1.8,53.03,883.0,480.0,12779.0,19514.0,939.088,2.47,2.56,16.98,2.647,0.06,1.8395833333333331,0,1,1,0,0,1,0,1,1,0,0,0
-3.045,57.49,764.0,480.0,12767.0,19542.0,939.131,2.58,2.68,17.75,2.767,0.063,1.5916666666666666,0,1,1,0,0,0,0,1,1,0,0,0
-20.912,47.89,1341.0,400.0,12969.0,19387.0,938.728,1.72,1.79,11.85,1.847,0.042,3.3525,1,1,1,0,1,1,0,0,0,1,1,1
14.137,52.82,1145.0,449.0,12862.0,19443.0,938.865,1.94,2.01,13.34,2.08,0.047,2.5501113585746102,0,0,1,0,0,1,0,0,1,0,0,0
22.91,48.42,51.0,400.0,13127.0,19997.0,939.56,0.76,0.79,5.23,0.815,0.018,0.1275,0,0,0,0,1,1,1,1,1,1,1,1
12.681,52.69,1147.0,411.0,12877.0,19439.0,938.76,1.77,1.84,12.18,1.899,0.043,2.7907542579075426,0,1,1,0,0,1,0,0,1,0,0,1
14.01,52.07,11.0,400.0,12809.0,19805.0,939.85,0.23,0.25,1.51,0.26,0.02,0.0275,0,0,1,0,0,1,1,1,1,1,1,1
-21.67,50.05,1331.0,400.0,12978.0,19397.0,938.734,1.67,1.73,11.49,1.792,0.04,3.3275,1,1,1,0,1,1,0,0,0,1,1,1
-0.413,47.45,1339.0,400.0,12953.0,19391.0,938.682,2.04,2.12,14.06,2.192,0.05,3.3475,0,1,1,1,1,1,0,0,0,1,1,1
20.766,47.91,1166.0,400.0,12922.0,19429.0,938.726,1.73,1.8,11.9,1.856,0.042,2.915,0,0,1,0,1,1,0,0,1,1,1,1
20.323,47.37,1130.0,480.0,12841.0,19446.0,938.901,1.79,1.86,12.35,1.926,0.043,2.3541666666666665,0,0,1,1,1,1,0,0,1,0,0,0
5.82,58.44,317.0,400.0,13115.0,19911.0,939.7,1.12,1.17,7.72,1.204,0.027,0.7925,0,1,1,0,0,0,0,1,1,1,1,1
22.508,49.96,15.0,403.0,12593.0,19681.0,939.806,0.0,0.0,0.0,0.0,0.006,0.0372208436724565,0,0,0,0,1,1,1,1,1,0,0,1
-1.698,52.99,1333.0,410.0,12955.0,19399.0,938.695,1.89,1.96,12.99,2.026,0.046,3.2512195121951217,0,1,1,0,0,1,0,0,0,0,0,1
-21.251,47.73,1343.0,402.0,12972.0,19393.0,938.743,2.12,2.21,14.62,2.279,0.051,3.3407960199004973,1,1,1,0,1,1,0,0,0,0,0,1
26.83,45.13,28.0,419.0,12858.0,20754.0,937.567,2.27,2.35,15.59,2.431,0.055,0.0668257756563245,0,0,0,1,1,1,1,1,1,0,0,1
-4.225,48.14,1299.0,400.0,12960.0,19405.0,938.715,1.7,1.76,11.67,1.819,0.041,3.2475,1,1,1,0,1,1,0,0,0,1,1,1
12.555,51.75,1205.0,422.0,12875.0,19433.0,938.747,1.66,1.73,11.44,1.783,0.04,2.8554502369668247,0,1,1,0,0,1,0,0,0,0,0,1
-4.086,56.4,295.0,400.0,13114.0,19963.0,939.409,0.28,0.29,1.91,0.298,0.007,0.7375,0,1,1,0,0,0,0,1,1,1,1,1
26.843,49.46,16.0,400.0,13079.0,19952.0,939.712,0.45,0.47,3.11,0.484,0.011,0.04,0,0,0,0,1,1,1,1,1,1,1,1
13.971,47.45,1300.0,423.0,12929.0,19398.0,938.735,1.8,1.87,12.42,1.936,0.044,3.0732860520094563,0,0,1,1,1,1,0,0,0,0,0,1
13.72,49.31,12.0,420.0,12533.0,19630.0,939.784,0.02,0.07,0.01,0.083,0.051,0.0285714285714285,0,0,1,0,1,1,1,1,1,0,0,1
-4.848,61.765,647.0,480.0,12788.0,19607.0,939.148,2.41,2.5,16.56,2.582,0.058,1.3479166666666669,1,1,1,0,0,0,0,1,1,0,0,0
6.923,54.29,1364.0,415.0,12984.0,19392.0,938.834,1.91,1.98,13.12,2.045,0.046,3.2867469879518074,0,1,1,0,0,0,0,0,0,0,0,1
-17.032,54.11,1331.0,400.0,12969.0,19402.0,938.715,1.87,1.95,12.9,2.012,0.045,3.3275,1,1,1,0,0,0,0,0,0,1,1,1
-17.872,48.87,1387.0,413.0,12971.0,19383.0,938.7,2.01,2.09,13.86,2.162,0.049,3.358353510895884,1,1,1,0,1,1,0,0,0,0,0,1
25.562,50.68,5.0,400.0,12810.0,19809.0,939.829,0.16,0.17,1.12,0.174,0.006,0.0125,0,0,0,0,0,1,1,1,1,1,1,1
12.064,52.98,1203.0,438.0,12870.0,19434.0,938.826,2.19,2.28,15.07,2.35,0.053,2.746575342465753,0,1,1,0,0,1,0,0,0,0,0,0
25.92,47.62,81.0,400.0,12783.0,20640.0,937.4915,1.64,1.7,11.28,1.759,0.04,0.2025,0,0,0,1,1,1,1,1,1,1,1,1
12.846,53.53,1053.0,438.0,12871.0,19464.0,938.825,1.86,1.93,12.8,1.995,0.045,2.404109589041096,0,1,1,0,0,0,0,0,1,0,0,0
4.545,47.42,1291.0,401.0,12954.0,19405.0,938.694,1.92,1.99,13.21,2.06,0.047,3.2194513715710724,0,1,1,1,1,1,0,0,0,0,0,1
-4.362,48.74,101.0,400.0,13237.0,20120.0,939.654,2.25,2.33,15.46,2.411,0.054,0.2525,1,1,1,0,1,1,1,1,1,1,1,1
18.402,53.18,1128.0,480.0,12845.0,19441.0,938.91,2.16,2.24,14.85,2.315,0.052,2.35,0,0,1,0,0,1,0,0,1,0,0,0
25.84,48.7,184.0,440.0,12767.0,20534.0,937.4915,1.21,1.25,8.31,1.296,0.029,0.4181818181818181,0,0,0,0,1,1,0,1,1,0,0,0
-9.275,48.43,27.0,400.0,13250.0,20212.0,939.718,2.6,2.7,17.92,2.794,0.063,0.0675,1,1,1,0,1,1,1,1,1,1,1,1
26.22,46.78,64.0,400.0,12784.0,20684.0,937.503,1.95,2.03,13.42,2.092,0.047,0.16,0,0,0,1,1,1,1,1,1,1,1,1
0.826,51.11,176.0,400.0,13205.0,20036.0,939.66,2.14,2.22,14.7,2.293,0.052,0.44,0,1,1,0,0,1,0,1,1,1,1,1
21.283,47.77,0.0,400.0,13183.0,20084.0,939.662,0.99,1.03,6.8,1.06,0.024,0.0,0,0,0,0,1,1,1,1,1,1,1,1
11.84,55.77,9.0,400.0,12819.0,19801.0,939.832,0.12,0.13,0.83,0.13,0.006,0.0225,0,1,1,0,0,0,1,1,1,1,1,1
-4.162,51.85,273.0,400.0,13122.0,19992.0,939.45,0.44,0.45,3.01,0.469,0.011,0.6825,0,1,1,0,0,1,0,1,1,1,1,1
23.558,54.04,83.0,400.0,13110.0,19978.0,939.617,0.98,1.02,6.78,1.057,0.024,0.2075,0,0,0,0,0,0,1,1,1,1,1,1
-0.808,47.75,1373.0,422.0,12982.0,19386.0,938.781,2.05,2.13,14.08,2.196,0.05,3.2535545023696684,0,1,1,0,1,1,0,0,0,0,0,1
28.04,45.99,45.0,400.0,12795.0,20703.0,937.555,2.01,2.09,13.85,2.16,0.049,0.1125,0,0,0,1,1,1,1,1,1,1,1,1
28.55,42.19,132.0,400.0,12790.0,20589.0,937.4915,1.55,1.61,10.65,1.662,0.038,0.33,0,0,0,1,1,1,0,1,1,1,1,1
1.109,47.11,168.0,400.0,13213.0,20046.0,939.662,2.1,2.19,14.49,2.259,0.051,0.42,0,1,1,1,1,1,0,1,1,1,1,1
-9.167,55.23,49.0,400.0,13243.0,20195.0,939.702,2.16,2.25,14.88,2.32,0.052,0.1225,1,1,1,0,0,0,1,1,1,1,1,1
14.704,47.28,1096.0,400.0,12902.0,19453.0,938.803,1.59,1.65,10.94,1.706,0.039,2.74,0,0,1,1,1,1,0,0,1,1,1,1
20.682,53.19,1230.0,405.0,12919.0,19426.0,938.721,1.43,1.49,9.86,1.538,0.035,3.037037037037037,0,0,1,0,0,1,0,0,0,0,0,1
25.755,50.83,11.0,400.0,13120.0,20009.0,939.674,0.62,0.64,4.25,0.663,0.015,0.0275,0,0,0,0,0,1,1,1,1,1,1,1
25.67,46.32,0.0,400.0,13016.0,20835.0,937.4915,2.24,2.32,15.4,2.401,0.054,0.0,0,0,0,1,1,1,1,1,1,1,1,1
-21.954,53.29,1350.0,409.0,12976.0,19391.0,938.706,1.73,1.8,11.92,1.858,0.042,3.3007334963325183,1,1,1,0,0,1,0,0,0,0,0,1
28.53,42.69,182.0,439.0,12765.0,20528.0,937.4915,1.92,2.0,13.22,2.061,0.047,0.4145785876993166,0,0,0,1,1,1,0,1,1,0,0,0
11.388,53.36,1321.0,410.0,12987.0,19402.0,938.833,1.97,2.04,13.55,2.112,0.048,3.2219512195121958,0,1,1,0,0,0,0,0,0,0,0,1
-21.607,53.61,1356.0,401.0,12967.0,19388.0,938.742,1.79,1.85,12.29,1.916,0.043,3.381546134663341,1,1,1,0,0,0,0,0,0,0,0,1
12.007,48.05,1130.0,404.0,12882.0,19446.0,938.802,1.71,1.78,11.77,1.835,0.041,2.797029702970297,0,1,1,0,1,1,0,0,1,0,0,1
24.84,55.5,6.0,400.0,13141.0,20046.0,939.648,0.84,0.88,5.81,0.907,0.02,0.015,0,0,0,0,0,0,1,1,1,1,1,1
-19.929,49.06,1343.0,400.0,12981.0,19395.0,938.723,1.71,1.78,11.77,1.835,0.041,3.3575,1,1,1,0,1,1,0,0,0,1,1,1
-6.717,55.49,206.0,400.0,13146.0,20059.0,939.608,0.62,0.65,4.28,0.667,0.015,0.515,1,1,1,0,0,0,0,1,1,1,1,1
16.16,49.92,1180.0,480.0,12854.0,19438.0,938.923,1.95,2.03,13.43,2.094,0.047,2.458333333333333,0,0,1,0,1,1,0,0,1,0,0,0
-7.332,54.41,31.0,400.0,13243.0,20174.0,939.644,2.37,2.46,16.28,2.539,0.057,0.0775,1,1,1,0,0,0,1,1,1,1,1,1
-4.664,55.79,696.0,480.0,12770.0,19557.0,939.148,2.19,2.27,15.04,2.345,0.053,1.45,1,1,1,0,0,0,0,1,1,0,0,0
22.784,46.92,64.0,400.0,13124.0,19998.0,939.595,0.76,0.79,5.26,0.819,0.019,0.16,0,0,0,1,1,1,1,1,1,1,1,1
16.398,53.09,1239.0,412.0,12924.0,19428.0,938.738,1.43,1.49,9.86,1.537,0.035,3.0072815533980584,0,0,1,0,0,1,0,0,0,0,0,1
28.83,41.29,127.0,400.0,12786.0,20592.0,937.4915,1.56,1.63,10.77,1.679,0.038,0.3175,0,0,0,1,1,1,0,1,1,1,1,1
26.346,56.81,15.0,400.0,12886.0,19839.0,939.79,0.22,0.23,1.54,0.24,0.006,0.0375,0,0,0,0,0,0,1,1,1,1,1,1
17.426,52.13,1111.0,401.0,12903.0,19453.0,938.71,1.96,2.04,13.52,2.108,0.048,2.770573566084788,0,0,1,0,0,1,0,0,1,0,0,1
25.74,49.19,179.0,435.0,12762.0,20543.0,937.4915,1.97,2.05,13.59,2.119,0.048,0.4114942528735632,0,0,0,0,1,1,0,1,1,0,0,0
12.229,49.24,1140.0,400.0,12879.0,19442.0,938.768,1.72,1.79,11.87,1.85,0.042,2.85,0,1,1,0,1,1,0,0,1,1,1,1
-4.109,54.03,285.0,400.0,13120.0,19970.0,939.396,0.21,0.22,1.43,0.223,0.006,0.7125,0,1,1,0,0,0,0,1,1,1,1,1
-10.443,53.12,1151.0,400.0,13022.0,19444.0,938.754,2.03,2.11,13.96,2.177,0.049,2.8775,1,1,1,0,0,1,0,0,1,1,1,1
26.29,46.56,105.0,400.0,12779.0,20644.0,937.4915,1.97,2.05,13.59,2.119,0.048,0.2625,0,0,0,1,1,1,1,1,1,1,1,1
5.092,53.32,1381.0,417.0,12950.0,19391.0,938.706,2.07,2.15,14.27,2.225,0.05,3.3117505995203835,0,1,1,0,0,0,0,0,0,0,0,1
18.033,52.18,1105.0,400.0,12914.0,19458.0,938.705,1.61,1.67,11.07,1.726,0.039,2.7625,0,0,1,0,0,1,0,0,1,1,1,1
-4.284,50.85,303.0,400.0,13108.0,19955.0,939.405,0.23,0.23,1.55,0.242,0.006,0.7575,1,1,1,0,0,1,0,1,1,1,1,1
21.574,53.28,29.0,400.0,13132.0,20024.0,939.646,0.83,0.87,5.74,0.895,0.02,0.0725,0,0,0,0,0,1,1,1,1,1,1,1
7.729,49.05,1005.0,480.0,12806.0,19482.0,939.074,2.41,2.5,16.58,2.585,0.058,2.09375,0,1,1,0,1,1,0,0,1,0,0,0
38.62,39.165000000000006,1090.0,400.0,13126.0,20343.0,937.4915,1.81,1.88,12.47,1.944,0.044,2.725,0,0,0,1,1,1,0,0,1,1,1,1
51.13,39.165000000000006,1900.0,400.0,13527.0,20188.0,937.4915,0.91,0.95,6.27,0.977,0.022,4.75,0,0,0,1,1,1,0,0,0,1,1,1
-15.818,48.42,1348.0,400.0,12969.0,19395.0,938.689,1.94,2.01,13.33,2.078,0.047,3.37,1,1,1,0,1,1,0,0,0,1,1,1
-5.012,57.36,357.0,400.0,13077.0,19907.0,939.291,0.29,0.3,1.99,0.31,0.007,0.8925,1,1,1,0,0,0,0,1,1,1,1,1
-7.466,50.56,1352.0,408.0,12955.0,19389.0,938.709,2.4,2.49,16.51,2.574,0.058,3.313725490196078,1,1,1,0,0,1,0,0,0,0,0,1
2.463,47.68,220.0,400.0,13161.0,19986.0,939.696,1.83,1.9,12.58,1.962,0.044,0.55,0,1,1,0,1,1,0,1,1,1,1,1
28.65,42.92,203.0,431.0,12768.0,20509.0,937.4915,1.73,1.79,11.89,1.853,0.042,0.4709976798143852,0,0,0,1,1,1,0,1,1,0,0,1
25.75,48.85,175.0,437.0,12770.0,20551.0,937.4915,1.84,1.91,12.65,1.972,0.045,0.4004576659038901,0,0,0,0,1,1,0,1,1,0,0,0
26.43,45.57,118.0,410.0,12784.0,20599.0,937.4915,1.87,1.94,12.87,2.008,0.045,0.2878048780487804,0,0,0,1,1,1,1,1,1,0,0,1
28.87,41.96,168.0,424.0,12776.0,20553.0,937.4915,1.56,1.62,10.73,1.674,0.038,0.3962264150943396,0,0,0,1,1,1,0,1,1,0,0,1
13.602,53.45,1143.0,410.0,12892.0,19444.0,938.785,1.68,1.75,11.58,1.806,0.041,2.7878048780487803,0,0,1,0,0,0,0,0,1,0,0,1
12.267,51.87,1141.0,430.0,12875.0,19444.0,938.81,1.95,2.03,13.42,2.093,0.047,2.653488372093024,0,1,1,0,0,1,0,0,1,0,0,1
43.07,39.165000000000006,2784.5,400.0,12947.0,19420.0,937.4915,0.4,0.41,2.74,0.427,0.01,6.96125,0,0,0,1,1,1,0,0,0,1,1,1
-17.487,52.22,1358.0,406.0,12968.0,19389.0,938.729,2.13,2.21,14.63,2.282,0.052,3.3448275862068964,1,1,1,0,0,1,0,0,0,0,0,1
48.92,39.165000000000006,2784.5,480.0,12701.0,19004.0,937.4915,0.89,0.92,6.09,0.95,0.021,5.801041666666666,0,0,0,1,1,1,0,0,0,0,0,0
-0.128,53.77,1364.0,419.0,12979.0,19383.0,938.799,1.82,1.89,12.54,1.955,0.044,3.2553699284009547,0,1,1,0,0,0,0,0,0,0,0,1
54.22,39.165000000000006,2784.5,480.0,12639.0,18693.0,937.4915,0.88,0.91,6.04,0.942,0.021,5.801041666666666,0,0,0,1,1,1,0,0,0,0,0,0
9.902,48.07,1130.0,480.0,12796.0,19461.0,939.068,1.77,1.83,12.15,1.895,0.043,2.3541666666666665,0,1,1,0,1,1,0,0,1,0,0,0
14.515,52.19,117.0,400.0,13178.0,20054.0,939.611,0.94,0.98,6.5,1.014,0.023,0.2925,0,0,1,0,0,1,1,1,1,1,1,1
28.65,41.82,135.0,406.0,12787.0,20598.0,937.4915,1.58,1.64,10.84,1.691,0.038,0.3325123152709359,0,0,0,1,1,1,0,1,1,0,0,1
28.32,42.96,135.0,400.0,12792.0,20588.0,937.4915,1.69,1.76,11.64,1.816,0.041,0.3375,0,0,0,1,1,1,0,1,1,1,1,1
17.999,52.74,11.0,400.0,13211.0,20148.0,939.64,1.29,1.34,8.87,1.383,0.031,0.0275,0,0,1,0,0,1,1,1,1,1,1,1
41.7,39.165000000000006,2784.5,400.0,13329.0,19848.0,937.4915,0.68,0.7,4.65,0.726,0.016,6.96125,0,0,0,1,1,1,0,0,0,1,1,1
15.45,53.08,1147.0,400.0,12893.0,19441.0,938.744,1.53,1.59,10.56,1.646,0.037,2.8675,0,0,1,0,0,1,0,0,1,1,1,1
-4.381,56.11,315.0,400.0,13106.0,19945.0,939.385,0.25,0.26,1.7,0.264,0.006,0.7875,1,1,1,0,0,0,0,1,1,1,1,1
27.23,39.64,0.0,400.0,13444.0,21010.0,937.4915,1.62,1.68,11.13,1.736,0.039,0.0,0,0,0,1,1,1,1,1,1,1,1,1
-4.405,52.05,301.0,400.0,13113.0,19963.0,939.416,0.19,0.19,1.29,0.201,0.006,0.7525,1,1,1,0,0,1,0,1,1,1,1,1
-4.129,56.68,289.0,400.0,13115.0,19975.0,939.473,0.29,0.3,2.01,0.313,0.007,0.7225,0,1,1,0,0,0,0,1,1,1,1,1
28.49,42.31,116.0,400.0,12792.0,20600.0,937.4915,1.65,1.71,11.35,1.77,0.04,0.29,0,0,0,1,1,1,1,1,1,1,1,1
49.25,39.165000000000006,2784.5,480.0,12407.0,18490.0,937.4915,3.5050000000000003,3.625,24.15,3.725,0.0779999999999999,5.801041666666666,0,0,0,1,1,1,0,0,0,0,0,0
11.73,50.11,20.0,443.0,12471.0,19493.0,939.775,0.15,0.52,0.12,0.595,0.0779999999999999,0.0451467268623024,0,1,1,0,1,1,1,1,1,0,0,0
14.743,47.01,1140.0,470.0,12861.0,19448.0,938.88,1.96,2.04,13.51,2.107,0.048,2.425531914893617,0,0,1,1,1,1,0,0,1,0,0,0
-4.589,56.15,332.0,400.0,13098.0,19927.0,939.349,0.29,0.3,1.98,0.309,0.007,0.83,1,1,1,0,0,0,0,1,1,1,1,1
26.235,48.84,11.0,400.0,13104.0,19998.0,939.718,0.57,0.59,3.91,0.609,0.014,0.0275,0,0,0,0,1,1,1,1,1,1,1,1
27.06,53.95,0.0,400.0,13065.0,19962.0,939.757,0.34,0.35,2.34,0.365,0.008,0.0,0,0,0,0,0,0,1,1,1,1,1,1
19.563,47.43,1069.0,480.0,12850.0,19461.0,938.893,2.04,2.12,14.03,2.187,0.049,2.2270833333333333,0,0,1,1,1,1,0,0,1,0,0,0
53.66,39.165000000000006,2784.5,480.0,12407.0,18490.0,937.4915,3.5050000000000003,3.625,24.15,3.725,0.0779999999999999,5.801041666666666,0,0,0,1,1,1,0,0,0,0,0,0
43.74,39.165000000000006,2784.5,480.0,12407.0,18490.0,937.4915,3.5050000000000003,3.625,24.15,3.725,0.0779999999999999,5.801041666666666,0,0,0,1,1,1,0,0,0,0,0,0
-4.499,52.56,336.0,400.0,13097.0,19927.0,939.386,0.3,0.31,2.06,0.321,0.007,0.84,1,1,1,0,0,1,0,1,1,1,1,1
25.98,47.41,150.0,410.0,12781.0,20578.0,937.4915,2.17,2.25,14.91,2.324,0.052,0.3658536585365853,0,0,0,1,1,1,0,1,1,0,0,1
26.6,45.8,216.0,446.0,12758.0,20497.0,937.4915,1.77,1.84,12.18,1.9,0.043,0.484304932735426,0,0,0,1,1,1,0,1,1,0,0,0
-5.094,58.08,609.0,480.0,12872.0,19647.0,939.241,2.5,2.6,17.21,2.683,0.061,1.26875,1,1,1,0,0,0,0,1,1,0,0,0
-4.251,55.38,266.0,400.0,13124.0,19992.0,939.49,0.5,0.52,3.43,0.536,0.012,0.665,1,1,1,0,0,0,0,1,1,1,1,1
-4.72,53.15,1381.0,408.0,12950.0,19384.0,938.724,1.69,1.76,11.66,1.818,0.041,3.3848039215686274,1,1,1,0,0,1,0,0,0,0,0,1
-9.495,53.04,1341.0,406.0,12958.0,19393.0,938.7,1.87,1.95,12.89,2.01,0.045,3.3029556650246303,1,1,1,0,0,1,0,0,0,0,0,1
20.76,47.38,1050.0,480.0,12837.0,19470.0,938.942,2.13,2.21,14.66,2.286,0.052,2.1875,0,0,1,1,1,1,0,0,1,0,0,0
50.47,39.165000000000006,2784.5,480.0,12407.0,18490.0,937.4915,3.5050000000000003,3.625,24.15,3.725,0.0779999999999999,5.801041666666666,0,0,0,1,1,1,0,0,0,0,0,0
21.073,52.81,0.0,400.0,13193.0,20123.0,939.622,0.8,0.83,5.5,0.858,0.019,0.0,0,0,1,0,0,1,1,1,1,1,1,1
28.31,43.11,102.0,400.0,12791.0,20614.0,937.4915,1.91,1.98,13.12,2.046,0.046,0.255,0,0,0,1,1,1,1,1,1,1,1,1
12.055,52.89,1122.0,405.0,12885.0,19455.0,938.829,1.72,1.79,11.84,1.846,0.042,2.77037037037037,0,1,1,0,0,1,0,0,1,0,0,1
12.006,52.99,1220.0,436.0,12870.0,19432.0,938.808,1.93,2.0,13.25,2.067,0.047,2.7981651376146788,0,1,1,0,0,1,0,0,0,0,0,0
16.885,49.66,1218.0,426.0,12897.0,19424.0,938.704,1.54,1.59,10.57,1.648,0.037,2.859154929577465,0,0,1,0,1,1,0,0,0,0,0,1
18.908,48.04,1161.0,400.0,12932.0,19436.0,938.705,1.79,1.86,12.32,1.921,0.043,2.9025,0,0,1,0,1,1,0,0,1,1,1,1
-2.997,52.82,116.0,400.0,13225.0,20101.0,939.645,2.04,2.12,14.04,2.19,0.049,0.29,0,1,1,0,0,1,1,1,1,1,1,1
19.557,52.87,1074.0,480.0,12824.0,19457.0,938.994,2.39,2.48,16.46,2.566,0.058,2.2375,0,0,1,0,0,1,0,0,1,0,0,0
-21.734,47.79,1312.0,400.0,12972.0,19401.0,938.723,1.66,1.72,11.41,1.78,0.04,3.28,1,1,1,0,1,1,0,0,0,1,1,1
-6.547,53.69,69.0,400.0,13233.0,20149.0,939.67,2.06,2.14,14.17,2.21,0.05,0.1725,1,1,1,0,0,0,1,1,1,1,1,1
16.05,50.88,69.0,400.0,13195.0,20106.0,939.632,0.98,1.02,6.73,1.05,0.024,0.1725,0,0,1,0,0,1,1,1,1,1,1,1
18.886,50.29,1193.0,410.0,12899.0,19430.0,938.697,1.97,2.05,13.55,2.113,0.048,2.9097560975609755,0,0,1,0,1,1,0,0,0,0,0,1
15.08,48.57,1130.0,400.0,12904.0,19448.0,938.795,1.5,1.56,10.36,1.615,0.036,2.825,0,0,1,0,1,1,0,0,1,1,1,1
15.604,47.39,1170.0,412.0,12894.0,19434.0,938.767,1.85,1.92,12.71,1.982,0.045,2.8398058252427183,0,0,1,1,1,1,0,0,1,0,0,1
20.751,48.07,1044.0,480.0,12840.0,19472.0,938.949,2.14,2.23,14.76,2.301,0.052,2.175,0,0,1,0,1,1,0,0,1,0,0,0
25.926,52.36,17.0,400.0,13102.0,19996.0,939.686,0.39,0.4,2.67,0.417,0.009,0.0425,0,0,0,0,0,1,1,1,1,1,1,1
-5.231,51.69,362.0,400.0,13051.0,19889.0,939.258,0.3,0.32,2.09,0.326,0.007,0.905,1,1,1,0,0,1,0,1,1,1,1,1
5.62,53.78,912.0,480.0,12808.0,19497.0,939.047,2.06,2.14,14.19,2.212,0.05,1.9,0,1,1,0,0,0,0,1,1,0,0,0
